"q_demos_state","year","month","order_totals","log_total","count","count_female","count_male","count_less5","count_5to10","count_over10","count_hh1","count_hh2","count_hh3","count_hh4","count_howmany1","count_howmany2","count_howmany3","count_howmany4","count_1824","count_2534","count_3544","count_4554","count_5564","count_65up","count_und25k","count_2549k","count_5074k","count_7599k","count_100149k","count_150kup","count_lessHS","count_HS","count_B","count_G"
"Georgia",2021,1,13029.78,4.11493708297332,239,118,121,111,118,10,40,92,25,82,143,76,20,0,18,76,65,56,16,8,36,33,49,40,53,28,0,77,115,46
"Georgia",2021,2,12485.73,4.096413939214688,199,102,97,86,107,6,33,93,18,55,121,62,16,0,11,59,53,47,23,6,24,25,42,30,55,23,0,61,94,44
"Georgia",2021,3,15998.03,4.204066506855669,207,110,97,105,98,4,34,77,37,59,135,56,16,0,15,80,57,39,11,5,41,28,43,35,38,22,0,72,87,48
"Georgia",2021,4,15185.17,4.181419658266049,241,130,111,113,110,18,43,106,23,69,146,69,26,0,9,86,63,54,20,9,43,29,51,42,49,27,0,84,99,58
"Georgia",2021,5,14820.46,4.170861683559727,247,135,112,93,137,17,42,97,38,70,144,77,26,0,12,79,71,62,15,8,26,38,61,40,53,29,0,79,113,54
"Georgia",2021,6,15923.51,4.202038804960144,235,113,122,119,102,14,51,98,28,58,166,47,22,0,17,89,50,54,16,9,50,26,47,47,40,25,0,73,98,62
"Georgia",2021,7,12656.47,4.102312594046811,233,117,116,103,118,12,43,103,26,61,155,59,19,0,13,85,48,66,13,8,39,34,46,39,50,25,0,77,93,62
"Georgia",2021,8,13094.78,4.117098206420005,225,120,105,102,117,6,34,93,28,70,147,64,14,0,13,90,52,54,11,5,37,34,51,33,42,28,0,74,89,62
"Georgia",2021,9,11284.21,4.05247115981163,203,114,89,84,107,12,33,82,21,67,134,50,19,0,19,68,47,52,13,4,32,36,47,32,36,20,0,73,80,50
"Georgia",2021,10,13979.26,4.145484182395169,263,146,117,128,119,16,40,96,34,93,181,60,22,0,26,98,53,57,22,7,52,53,53,48,30,27,0,97,97,68
"Georgia",2021,11,20472.3,4.3111666370540975,282,170,112,145,125,12,40,111,32,99,197,66,19,0,34,100,52,69,18,9,44,59,44,46,58,31,0,117,109,50
"Georgia",2021,12,16774.82,4.224657868726207,298,178,120,143,140,15,42,113,45,98,183,90,25,0,22,111,65,74,14,12,42,54,51,58,54,39,0,112,127,58
"Georgia",2022,1,11123.55,4.046243411289759,223,129,94,110,100,13,38,80,37,68,147,54,22,0,18,85,58,42,14,6,25,42,43,38,47,28,0,67,116,39
"Georgia",2022,2,10701.72,4.029453583898026,233,129,104,101,118,14,48,94,29,62,145,64,24,0,18,75,55,63,14,8,46,43,39,33,44,28,0,84,111,36
"Georgia",2022,3,10107.78,4.00465578075225,219,111,108,100,114,5,27,97,31,64,136,72,11,0,9,82,54,49,18,7,32,37,31,47,42,30,0,76,86,57
"Georgia",2022,4,11388.39,4.056462331318942,234,110,124,109,117,8,29,113,27,65,144,77,13,0,11,84,46,67,17,9,35,40,31,37,58,33,0,93,84,57
"Georgia",2022,5,14096.99,4.1491263916666865,218,100,118,100,102,16,30,102,27,59,129,66,23,0,9,83,41,62,14,9,25,40,38,30,46,39,0,74,105,39
"Georgia",2022,6,14319.18,4.155918148441685,229,116,113,104,117,8,31,113,23,62,145,71,13,0,7,71,52,69,23,7,30,32,31,40,49,47,0,72,107,50
"Georgia",2022,7,12947.39,4.112182229974083,208,99,109,89,106,13,32,95,24,57,128,58,22,0,4,84,44,58,10,8,35,33,41,32,40,27,0,61,97,50
"Georgia",2022,8,10887.8,4.036940134633363,200,105,95,76,114,10,32,82,24,62,111,73,16,0,17,62,36,68,12,5,25,32,39,30,34,40,0,59,100,40
"Georgia",2022,9,9340.73,3.9703808186907947,165,90,75,77,83,5,29,79,23,34,104,50,11,0,9,60,31,47,12,6,33,22,30,26,32,22,0,59,73,33
"Georgia",2022,10,14243.17,4.153606657860785,183,105,78,94,85,4,20,88,37,38,114,61,8,0,13,67,24,55,15,9,40,32,30,28,17,36,0,54,91,38
"Georgia",2022,11,15496.05,4.190221009020364,206,122,84,92,112,2,32,104,33,37,144,55,7,0,9,61,26,73,26,11,27,34,36,39,32,38,0,60,99,46
"Georgia",2022,12,9500.47,3.977745090905418,170,102,68,85,85,0,7,83,26,54,112,50,8,0,10,53,31,60,12,4,12,39,20,30,35,34,0,43,89,35
"Hawaii",2018,1,358.08000000000004,2.5539800648482562,6,6,0,2,4,0,0,0,2,4,3,3,0,0,0,3,3,0,0,0,3,0,2,0,0,1,0,0,4,2
"Hawaii",2018,2,240.97,2.381962977655998,5,5,0,2,3,0,0,0,2,3,2,3,0,0,0,2,3,0,0,0,2,0,2,0,0,1,0,0,3,2
"Hawaii",2018,3,942.57,2.974313612973166,15,15,0,7,8,0,0,0,7,8,6,8,1,0,1,5,8,0,1,0,5,0,6,1,1,2,0,0,9,6
"Hawaii",2018,4,1246.36,3.095643502541235,7,7,0,2,5,0,0,0,7,0,0,2,5,0,0,0,2,0,5,0,0,0,2,5,0,0,0,0,5,2
"Hawaii",2018,5,507.46999999999997,2.705410373246214,8,8,0,6,2,0,0,0,4,4,4,4,0,0,2,2,4,0,0,0,2,0,4,0,2,0,0,0,4,4
"Hawaii",2018,6,344.77,2.5375294688658725,10,10,0,5,5,0,0,0,5,5,4,5,1,0,1,3,5,0,1,0,3,0,4,1,1,1,0,0,6,4
"Hawaii",2018,7,476.68,2.678226930672895,13,13,0,6,7,0,0,0,4,9,8,4,1,0,3,5,4,0,1,0,5,0,3,1,3,1,0,0,10,3
"Hawaii",2018,8,356.29,2.551803633168402,14,13,1,9,5,0,0,1,1,12,13,1,0,0,6,7,1,0,0,0,6,0,3,0,5,0,0,3,10,1
"Hawaii",2018,9,500.7,2.699577591398909,8,7,1,6,2,0,0,1,4,3,4,3,1,0,3,1,3,0,1,0,2,0,3,1,2,0,0,1,4,3
"Hawaii",2018,10,187.56,2.273140224066812,5,4,1,1,4,0,0,0,2,3,2,2,1,0,0,2,2,0,1,0,1,1,1,1,0,1,0,1,4,0
"Hawaii",2018,12,616.62,2.790017606911368,14,13,1,7,7,0,0,1,4,9,8,5,1,0,4,4,5,0,1,0,5,0,3,1,3,2,0,1,10,3
"Hawaii",2019,1,923.54,2.965455710174821,14,12,2,10,4,0,0,2,6,6,7,7,0,0,4,3,7,0,0,0,5,0,6,0,2,1,0,2,6,6
"Hawaii",2019,2,496.71,2.6961029035045883,9,7,2,7,2,0,0,2,6,1,3,5,1,0,2,1,5,0,1,0,3,0,5,1,0,0,0,2,2,5
"Hawaii",2019,3,1235.94,3.091997387984672,16,13,3,8,8,0,0,2,9,5,7,6,3,0,3,4,6,0,3,0,6,1,5,3,1,0,0,2,9,5
"Hawaii",2019,4,435.26,2.6387487577214297,7,7,0,7,0,0,0,0,4,3,3,4,0,0,3,0,4,0,0,0,0,0,4,0,3,0,0,0,3,4
"Hawaii",2019,5,668.71,2.8252378177600113,12,10,2,7,5,0,0,0,7,5,5,7,0,0,2,3,7,0,0,0,3,2,5,0,2,0,0,0,7,5
"Hawaii",2019,6,779.29,2.8916991033241515,11,11,0,3,8,0,0,0,5,6,6,2,3,0,1,5,2,0,3,0,5,0,2,3,1,0,0,0,9,2
"Hawaii",2019,7,412.29,2.6152028012154087,8,5,3,3,5,0,0,0,4,4,3,5,0,0,2,1,5,0,0,0,1,3,1,0,2,1,0,0,7,1
"Hawaii",2019,8,535.34,2.7286296945888493,7,5,2,3,4,0,0,0,4,3,3,4,0,0,1,2,4,0,0,0,2,2,2,0,1,0,0,0,5,2
"Hawaii",2019,9,380.56,2.5804231384118452,12,9,3,5,7,0,0,0,6,6,6,6,0,0,2,4,6,0,0,0,4,3,3,0,2,0,0,0,9,3
"Hawaii",2019,10,110.73,2.0442652999153195,4,4,0,1,3,0,0,0,0,4,4,0,0,0,1,3,0,0,0,0,3,0,0,0,1,0,0,0,4,0
"Hawaii",2019,11,1378.23,3.1393216989908423,9,7,2,6,3,0,0,1,5,3,4,5,0,0,2,2,5,0,0,0,3,1,4,0,1,0,0,1,4,4
"Hawaii",2019,12,1092.66,3.038485044753947,16,14,2,8,8,0,0,1,9,6,7,8,1,0,1,6,8,0,1,0,7,1,7,1,0,0,0,1,8,7
"Hawaii",2020,1,142.26,2.1530828043618317,4,4,0,0,4,0,0,0,0,4,3,1,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,4,0
"Hawaii",2020,2,376.09,2.5752917859548194,8,6,2,3,5,0,0,0,5,3,3,5,0,0,0,3,5,0,0,0,3,2,3,0,0,0,0,0,5,3
"Hawaii",2020,3,419.17,2.6223901926286213,6,6,0,2,4,0,0,0,2,4,4,2,0,0,0,4,2,0,0,0,4,0,2,0,0,0,0,0,4,2
"Hawaii",2020,4,1498.81,3.1757465820267314,16,14,2,5,11,0,0,0,11,5,5,6,5,0,1,4,6,0,5,0,4,2,4,5,1,0,0,0,12,4
"Hawaii",2020,5,2301.86,3.362078906141555,19,19,0,5,14,0,0,0,14,5,5,5,9,0,0,5,5,0,9,0,5,0,5,9,0,0,0,0,14,5
"Hawaii",2020,6,1372.18,3.1374110850436367,12,12,0,5,7,0,0,0,11,1,1,5,6,0,0,1,5,0,6,0,1,0,5,6,0,0,0,0,7,5
"Hawaii",2020,7,1970.74,3.294629331527786,26,23,3,9,17,0,0,0,13,13,10,13,3,0,2,8,13,0,3,0,8,3,7,3,2,3,0,0,19,7
"Hawaii",2020,8,1597.59,3.2034653334359993,17,16,1,3,14,0,0,0,9,8,7,5,5,0,0,7,5,0,5,0,7,1,3,5,0,1,0,0,14,3
"Hawaii",2020,9,2090.72,3.3202958737562738,21,18,3,4,17,0,0,0,12,9,5,10,6,0,1,4,10,0,6,0,4,3,3,6,1,4,0,0,18,3
"Hawaii",2020,10,2069.92,3.3159535608047714,26,24,2,7,19,0,0,1,14,11,7,12,7,0,1,6,12,0,7,0,7,1,6,7,0,5,0,1,19,6
"Hawaii",2020,11,1537.82,3.186905504788174,23,20,3,7,16,0,0,1,8,14,8,15,0,0,1,7,15,0,0,0,8,2,6,0,0,7,0,1,16,6
"Hawaii",2020,12,2069.94,3.315957757028624,21,19,2,6,15,0,0,0,12,9,6,11,4,0,0,6,11,0,4,0,6,2,6,4,0,3,0,0,15,6
"Hawaii",2021,1,1633.1399999999999,3.2130234159805853,10,10,0,4,6,0,0,0,4,6,4,6,0,0,0,4,6,0,0,0,4,0,4,0,0,2,0,0,6,4
"Hawaii",2021,2,625.77,2.7964147388249407,13,12,1,6,7,0,0,0,7,6,4,9,0,0,0,4,9,0,0,0,4,1,6,0,0,2,0,0,7,6
"Hawaii",2021,3,1338.46,3.1266053967864162,21,17,4,6,15,0,0,3,5,13,11,9,1,0,3,8,9,0,1,0,11,1,3,1,0,5,0,3,15,3
"Hawaii",2021,4,811.34,2.90920288772572,16,13,3,7,9,0,0,2,7,7,8,7,1,0,2,6,7,0,1,0,8,1,5,1,0,1,0,2,9,5
"Hawaii",2021,5,877.95,2.9434697831698617,15,13,2,4,11,0,0,0,7,8,6,6,3,0,0,6,6,0,3,0,4,2,4,3,0,2,0,2,11,2
"Hawaii",2021,6,1516.46,3.180830959316393,22,17,5,4,18,0,0,0,8,14,7,14,1,0,0,7,14,0,1,0,5,5,4,1,0,7,0,2,18,2
"Hawaii",2021,7,456.88,2.6598021471567153,14,11,3,5,9,0,0,2,2,10,9,5,0,0,4,5,5,0,0,0,7,1,1,0,2,3,0,2,11,1
"Hawaii",2021,8,1279.8899999999999,3.1071726458620503,21,19,2,4,17,0,0,0,11,10,4,12,5,0,0,4,12,0,5,0,4,2,4,5,0,6,0,0,17,4
"Hawaii",2021,9,699.01,2.844483388783956,15,13,2,2,13,0,0,0,6,9,4,9,2,0,0,4,9,0,2,0,4,2,2,2,0,5,0,0,13,2
"Hawaii",2021,10,1383.43,3.1409571892212145,23,20,3,9,14,0,0,2,9,12,8,12,3,0,3,5,12,0,3,0,6,1,6,3,1,6,0,3,15,5
"Hawaii",2021,11,1180.43,3.0720402383312218,17,16,1,5,12,0,0,0,5,12,9,7,1,0,2,7,7,0,1,0,7,1,3,1,2,3,0,0,14,3
"Hawaii",2021,12,615.82,2.7894537893878852,23,21,2,5,18,0,0,0,5,18,7,16,0,0,1,6,16,0,0,0,5,2,4,0,1,11,0,1,19,3
"Hawaii",2022,1,837.88,2.92318182403649,17,16,1,5,12,0,0,1,5,11,10,5,2,0,1,9,5,0,2,0,9,0,4,2,0,2,0,2,12,3
"Hawaii",2022,2,229.24,2.360290399785712,10,8,2,2,8,0,0,0,4,6,6,4,0,0,0,6,4,0,0,0,6,2,2,0,0,0,0,0,8,2
"Hawaii",2022,3,518.54,2.71478226334653,17,16,1,1,16,0,0,0,1,16,10,7,0,0,1,9,7,0,0,0,9,1,0,0,1,6,0,0,17,0
"Hawaii",2022,4,905.97,2.957113816826735,28,27,1,8,20,0,0,0,7,21,14,14,0,0,0,14,14,0,0,0,12,1,8,0,0,7,0,2,20,6
"Hawaii",2022,5,991.5699999999999,2.9963233786932535,23,19,4,1,22,0,0,0,8,15,9,11,3,0,0,9,11,0,3,0,9,4,1,3,0,6,0,0,22,1
"Hawaii",2022,6,1170.36,3.068319470263414,17,14,3,3,14,0,0,0,5,12,6,11,0,0,0,6,11,0,0,0,5,3,3,0,0,6,0,1,14,2
"Hawaii",2022,7,1504.99,3.1775336142426545,27,25,2,5,22,0,0,0,7,20,14,13,0,0,0,14,13,0,0,0,14,2,5,0,0,6,0,0,22,5
"Hawaii",2022,8,446.63,2.649947891142217,15,14,1,3,12,0,0,0,4,11,7,8,0,0,0,7,8,0,0,0,7,1,3,0,0,4,0,0,12,3
"Hawaii",2022,9,686.4499999999999,2.836608909358775,17,15,2,1,16,0,0,0,6,11,6,8,3,0,0,6,8,0,3,0,6,2,1,3,0,5,0,0,16,1
"Hawaii",2022,10,4201.4,3.6233940311030906,23,19,4,0,23,0,0,0,10,13,9,8,6,0,0,9,8,0,6,0,9,4,0,6,0,4,0,0,23,0
"Hawaii",2022,11,4585.58,3.6613942745466774,22,17,5,6,16,0,0,1,12,9,6,13,3,0,1,5,13,0,3,0,6,4,5,3,0,4,0,1,16,5
"Hawaii",2022,12,1004.02,3.0017423640073337,10,10,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0
"Idaho",2018,1,273.65999999999997,2.4372113226245817,5,5,0,5,0,0,0,5,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,2
"Idaho",2018,2,144.4,2.1595671932336202,4,4,0,4,0,0,0,4,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,2
"Idaho",2018,4,167.63,2.224351745013417,5,5,0,5,0,0,0,5,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,2
"Idaho",2018,5,152.42,2.18304195729064,5,5,0,5,0,0,0,5,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,2
"Idaho",2018,6,367.75,2.5655526813995677,8,8,0,8,0,0,0,8,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,3,5
"Idaho",2018,7,320.29,2.5055433794611512,8,8,0,8,0,0,0,8,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,3,5
"Idaho",2018,8,128.16,2.1077524987401626,5,5,0,5,0,0,0,5,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,2,3
"Idaho",2018,10,244.54,2.388349907870382,5,5,0,5,0,0,0,5,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,2,3
"Idaho",2018,11,496.75,2.6961378757818526,11,9,2,11,0,0,0,9,2,0,8,3,0,0,0,0,11,0,0,0,0,0,2,0,9,0,0,2,6,3
"Idaho",2018,12,521.58,2.717320930008821,11,6,5,11,0,0,0,6,5,0,9,2,0,0,0,0,11,0,0,0,0,0,5,0,6,0,0,5,4,2
"Idaho",2019,1,122.89,2.089516544224821,3,3,0,3,0,0,0,3,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2
"Idaho",2019,2,286.24,2.4567303232232978,4,4,0,4,0,0,0,4,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,3
"Idaho",2019,4,105.89,2.024854948305018,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
"Idaho",2019,5,405.71,2.6082157123907836,4,2,2,4,0,0,0,2,2,0,2,2,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,2,0,2
"Idaho",2019,6,552.9200000000001,2.7426622993482948,11,7,4,11,0,0,0,6,0,5,6,5,0,0,0,0,6,5,0,0,0,0,4,0,7,0,0,0,6,5
"Idaho",2019,7,320.14,2.505339940604518,5,3,2,5,0,0,0,3,1,1,2,3,0,0,0,0,4,1,0,0,0,0,2,0,3,0,0,1,1,3
"Idaho",2019,8,351.99,2.5465303253914557,6,4,2,6,0,0,0,5,1,0,2,4,0,0,0,1,5,0,0,0,0,0,2,0,4,0,0,2,0,4
"Idaho",2019,10,439.89,2.643344089291747,11,9,2,11,0,0,0,9,1,1,7,4,0,0,0,0,10,1,0,0,0,0,2,0,9,0,0,1,6,4
"Idaho",2019,11,1079.6,3.033262875884479,11,5,6,11,0,0,0,5,6,0,8,3,0,0,0,0,11,0,0,0,0,0,6,0,5,0,0,6,2,3
"Idaho",2019,12,1572.6499999999999,3.1966320792781637,14,8,6,14,0,0,0,10,4,0,12,2,0,0,0,2,12,0,0,0,0,0,6,0,8,0,0,6,6,2
"Idaho",2020,1,347.91,2.5414669118818334,7,5,2,7,0,0,0,4,2,1,6,1,0,0,0,0,6,1,0,0,0,0,2,0,5,0,0,2,4,1
"Idaho",2020,2,152.12,2.182186316739545,7,5,2,7,0,0,0,5,2,0,5,2,0,0,0,0,7,0,0,0,0,0,2,0,5,0,0,2,3,2
"Idaho",2020,3,201.01,2.303217663573669,6,4,2,6,0,0,0,4,2,0,5,1,0,0,0,0,6,0,0,0,0,0,2,0,4,0,0,2,3,1
"Idaho",2020,4,254.01,2.4048508144913168,10,7,3,10,0,0,0,8,2,0,10,0,0,0,0,1,9,0,0,0,0,0,3,0,7,0,0,3,7,0
"Idaho",2020,5,219.86,2.342146223633466,5,2,3,5,0,0,0,2,1,2,4,1,0,0,0,0,3,2,0,0,0,0,3,0,2,0,0,1,3,1
"Idaho",2020,6,350.17,2.544278936171903,6,3,3,6,0,0,0,4,2,0,5,1,0,0,0,1,5,0,0,0,0,0,3,0,3,0,0,3,2,1
"Idaho",2020,7,431.32,2.6347995965374555,13,4,9,13,0,0,0,12,1,0,13,0,0,0,0,8,5,0,0,0,0,0,9,0,4,0,0,9,4,0
"Idaho",2020,8,496.25,2.6957005197711714,13,3,10,13,0,0,0,13,0,0,12,1,0,0,0,10,3,0,0,0,0,0,10,0,3,0,0,10,2,1
"Idaho",2020,9,160.17,2.2045811755775713,5,4,1,5,0,0,0,5,0,0,2,3,0,0,0,1,4,0,0,0,0,0,1,0,4,0,0,1,1,3
"Idaho",2020,10,879.76,2.9443642120461737,9,6,3,9,0,0,1,8,0,0,4,5,0,0,0,2,7,0,0,0,0,0,3,0,6,0,0,2,2,5
"Idaho",2020,11,258.33,2.4121748439507273,8,3,5,8,0,0,0,5,3,0,5,3,0,0,0,2,6,0,0,0,0,0,5,0,3,0,0,5,0,3
"Idaho",2020,12,898.16,2.9533537096377396,14,5,9,14,0,0,0,9,3,2,11,3,0,0,0,4,8,2,0,0,0,0,9,0,5,0,0,7,4,3
"Idaho",2021,1,121.75,2.085468969886672,4,3,1,4,0,0,0,3,0,1,2,2,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,0,2,2
"Idaho",2021,2,1032.17,3.01375123215711,15,7,8,15,0,0,0,13,1,1,11,4,0,0,0,6,8,1,0,0,0,0,8,0,7,0,0,7,4,4
"Idaho",2021,3,940.89,2.9735388527732187,17,6,11,17,0,0,1,11,1,4,15,2,0,0,0,5,8,4,0,0,0,0,11,0,6,0,0,6,9,2
"Idaho",2021,4,1664.94,3.2213985873087454,14,5,9,14,0,0,0,7,2,5,10,4,0,0,0,3,6,5,0,0,0,0,9,0,5,0,0,5,5,4
"Idaho",2021,5,1516.6100000000001,3.1808739152470764,11,3,8,11,0,0,0,3,1,7,10,1,0,0,0,0,4,7,0,0,0,0,8,0,3,0,0,1,9,1
"Idaho",2021,6,241.78,2.3834203732456967,6,4,2,6,0,0,0,6,0,0,3,3,0,0,0,2,4,0,0,0,0,0,2,0,4,0,0,2,1,3
"Idaho",2021,7,858.84,2.933912263261567,8,3,5,8,0,0,0,3,0,5,6,2,0,0,0,0,3,5,0,0,0,0,5,0,3,0,0,0,6,2
"Idaho",2021,8,518.52,2.7147655123588548,8,6,2,8,0,0,2,6,0,0,3,5,0,0,0,0,8,0,0,0,0,0,2,0,6,0,0,0,3,5
"Idaho",2021,9,202.53,2.306489362708483,4,3,1,4,0,0,0,4,0,0,2,2,0,0,0,1,3,0,0,0,0,0,1,0,3,0,0,1,1,2
"Idaho",2021,10,257.71999999999997,2.411148122674309,8,3,5,8,0,0,0,6,0,2,5,3,0,0,0,3,3,2,0,0,0,0,5,0,3,0,0,3,2,3
"Idaho",2021,11,489.94,2.6901428978562443,14,4,10,14,0,0,0,10,0,4,12,2,0,0,0,7,3,4,0,0,0,0,10,0,4,0,0,7,5,2
"Idaho",2021,12,1220.6,3.0865733656205743,10,5,5,10,0,0,1,3,0,6,7,3,0,0,0,0,4,6,0,0,0,0,5,0,5,0,0,0,7,3
"Idaho",2022,1,213.53,2.329458900059722,6,3,3,6,0,0,0,4,0,2,5,1,0,0,0,2,2,2,0,0,0,0,3,0,3,0,0,2,3,1
"Idaho",2022,2,615.81,2.7894467370347935,13,7,6,13,0,0,2,7,0,4,7,6,0,0,0,0,9,4,0,0,0,0,6,0,7,0,0,0,7,6
"Idaho",2022,3,364.88,2.562150059232882,7,6,1,7,0,0,0,5,0,2,3,4,0,0,0,0,5,2,0,0,0,0,1,0,6,0,0,0,3,4
"Idaho",2022,4,295.67,2.4708072613018475,5,5,0,5,0,0,0,4,0,1,1,4,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,1,4
"Idaho",2022,5,933.6,2.9701608430373136,7,4,3,7,0,0,1,4,0,2,4,3,0,0,0,0,5,2,0,0,0,0,3,0,4,0,0,0,4,3
"Idaho",2022,7,637.17,2.8042553196382403,8,8,0,8,0,0,0,7,0,1,2,6,0,0,0,0,7,1,0,0,0,0,0,0,8,0,0,0,2,6
"Idaho",2022,8,261.91,2.418152080563105,4,3,1,4,0,0,0,3,1,0,2,2,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,1,1,2
"Idaho",2022,10,168.46,2.226496796355519,4,3,1,4,0,0,1,2,0,1,3,1,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,0,3,1
"Idaho",2022,11,406.03,2.6085581231168984,9,8,1,9,0,0,0,6,0,3,3,6,0,0,0,0,6,3,0,0,0,0,1,0,8,0,0,0,3,6
"Idaho",2022,12,1182.49,3.0727974767137116,7,6,1,7,0,0,1,5,0,1,4,3,0,0,0,0,6,1,0,0,0,0,1,0,6,0,0,0,4,3
"Illinois",2018,1,9356.59,3.971117599377546,199,86,110,82,61,56,32,59,53,55,92,54,45,8,24,68,84,11,12,0,33,15,67,19,33,32,2,28,105,60
"Illinois",2018,2,11176.4,4.048301936653376,173,81,89,73,38,62,30,46,46,51,79,40,48,6,20,42,85,15,11,0,21,24,55,11,29,32,0,20,109,40
"Illinois",2018,3,11448.87,4.058762624057363,173,72,99,73,46,54,23,51,50,49,79,48,42,4,4,47,95,21,6,0,14,17,55,16,35,36,2,18,107,36
"Illinois",2018,4,8945.42,3.951600736116391,173,77,96,85,42,46,18,55,43,57,78,44,44,7,13,40,89,22,9,0,19,18,52,17,28,39,2,21,99,44
"Illinois",2018,5,9092.81,3.958698116324977,178,70,108,80,49,49,12,60,47,59,81,47,45,5,9,42,87,26,14,0,9,16,53,18,46,36,3,17,106,46
"Illinois",2018,6,7980.41,3.9020252041531722,160,57,103,82,47,31,10,52,33,65,83,38,32,7,17,35,82,16,10,0,3,21,54,14,33,34,1,26,100,31
"Illinois",2018,7,11292.39,4.052785868759606,187,72,115,80,61,46,23,67,33,64,100,39,43,5,15,48,84,25,15,0,15,26,49,16,48,33,2,27,111,44
"Illinois",2018,8,9550,3.9800033715837464,184,84,100,90,61,33,16,61,39,68,84,48,47,5,15,52,73,26,18,0,16,26,47,25,42,27,2,24,101,53
"Illinois",2018,9,8848.539999999999,3.9468716184660573,187,82,105,90,59,38,11,73,49,54,77,48,46,16,30,52,67,17,21,0,16,26,50,33,26,36,5,16,117,42
"Illinois",2018,10,8368.97,3.9226720110587205,197,86,111,80,69,48,23,60,47,67,84,54,51,8,17,48,88,30,14,0,23,20,46,26,39,43,3,22,128,38
"Illinois",2018,11,12398.48,4.093368445801329,221,97,124,93,75,53,20,67,39,95,117,52,38,14,18,70,88,19,26,0,11,23,75,30,43,36,2,26,138,54
"Illinois",2018,12,16605.85,4.220261110639712,284,126,158,119,93,72,19,86,63,116,134,73,63,14,25,66,126,44,23,0,12,35,77,45,68,45,2,43,169,62
"Illinois",2019,1,8393.19,3.9239270545223253,205,104,101,94,65,46,17,56,48,84,91,56,47,11,25,43,89,26,22,0,17,30,61,24,49,23,1,33,128,37
"Illinois",2019,2,7094.2300000000005,3.8509052645012476,156,70,86,58,46,52,12,42,43,59,61,41,50,4,16,44,61,19,16,0,8,20,52,14,35,25,0,20,103,28
"Illinois",2019,3,8608.44,3.9349244568223614,194,81,113,81,71,42,22,51,44,77,99,39,51,5,13,51,85,29,16,0,13,17,70,24,46,24,1,20,123,46
"Illinois",2019,4,10156.05,4.006724830314194,207,93,114,81,76,50,16,56,55,80,83,53,59,12,21,48,95,25,18,0,8,35,63,28,42,29,1,23,138,43
"Illinois",2019,5,10986.16,4.040845919700005,232,99,133,93,78,61,16,63,65,88,106,49,70,7,19,61,107,25,20,0,10,38,65,34,48,36,3,23,152,51
"Illinois",2019,6,10169.619999999999,4.007304725293798,215,91,124,77,77,61,12,58,65,80,86,44,70,15,22,56,99,18,20,0,18,23,57,30,50,35,1,37,130,46
"Illinois",2019,7,16653.9,4.221515952565669,258,112,146,112,87,59,23,78,62,95,124,55,64,15,20,61,124,28,25,0,18,27,77,33,56,46,2,38,150,65
"Illinois",2019,8,11321.46,4.0539024364863,228,110,117,95,71,62,23,67,55,83,100,58,60,10,28,58,92,30,20,0,23,26,60,33,54,31,2,35,142,42
"Illinois",2019,9,11820.8,4.072646869424129,240,110,130,95,76,69,24,73,49,94,116,56,60,8,25,63,105,29,18,0,20,28,69,21,62,38,0,31,161,45
"Illinois",2019,10,10266.65,4.0114287567567,234,106,128,79,97,58,20,75,51,88,101,56,64,13,29,54,107,27,17,0,14,29,68,29,52,39,0,33,153,42
"Illinois",2019,11,12944.34,4.112079911729923,266,123,143,110,98,58,20,86,58,102,113,72,70,11,32,58,125,25,26,0,16,32,82,31,56,47,0,39,158,64
"Illinois",2019,12,18643.02,4.2705162654803255,302,144,158,128,104,70,30,86,81,105,139,74,72,17,28,68,132,48,26,0,28,26,93,35,61,58,0,40,186,66
"Illinois",2020,1,11681.84,4.067511253641993,283,147,136,121,80,82,27,86,69,101,128,69,76,10,46,58,122,35,22,0,23,39,79,31,64,44,0,36,181,58
"Illinois",2020,2,11818.53,4.072563461943718,231,106,125,94,78,59,31,63,53,84,96,60,70,5,24,50,104,34,19,0,22,18,73,21,55,40,0,36,138,49
